command,officers,avg_base_salary,avg_regular_hours,avg_regular_paid,avg_ot_hours,avg_ot_paid,avg_other_paid,avg_total_paid,avg_years_on_force,total_base_salary,total_regular_hours,total_regular_paid,total_ot_hours,total_ot_paid,total_other_paid,total_total_paid,total_years_on_force
SVD DATA ANALYSIS GROUP,1,97324,2080,97050,315,21872,15953,134875,19.43025114155251,97324,2080,97050,315,21872,15953,134875,19.43025114155251
SVD INSTANT RESPONSE TRK UNIT,5,94918.4,2080,101742.4,204.2,12567.4,19235.6,133545.4,19.31132420091324,474592,10400,508712,1021,62837,96178,667727,96.55662100456621
SVD LIAISON UNIT,1,97324,2080,97050,326,20286,15419,132755,19.43025114155251,97324,2080,97050,326,20286,15419,132755,19.43025114155251
SVD NIGHT WATCH,5,102801,1853.6,91951.8,353.6,16402,20133.2,128487,19.51296803652968,514005,9268,459759,1768,82010,100666,642435,97.56484018264841
SVD TRANSIT SPECIAL VICTIMS SQUAD,19,98708.78947368421,2084.4736842105262,98360.78947368421,472.7368421052632,25729.36842105263,16947.473684210527,141037.63157894736,14.082990867579907,1875467,39605,1868855,8982,488858,322002,2679715,267.5768264840182
TACTICAL TRAINING UNIT,17,88123.5294117647,2080,87570.76470588235,544.5294117647059,28064.70588235294,17854.235294117647,133489.70588235295,13.879344614558152,1498100,35360,1488703,9257,477100,303522,2269325,235.9488584474886
TB ANTI TERRORISM UNIT,87,87410.01149425287,2080.4827586206898,87260.20689655172,317.2528735632184,16395.885057471263,16037.632183908046,119693.72413793103,11.034642838398147,7604671,181002,7591638,27601,1426442,1395274,10413354,960.0139269406388
TB CANINE UNIT,49,90340.91836734694,2085.3673469387754,90183.63265306123,808.6530612244898,27411.367346938776,18903.285714285714,136498.2857142857,16.960711956015285,4426705,102183,4418998,39624,1343157,926261,6688416,831.0748858447489
TB CITYWIDE VANDALS TASK FORCE,29,92454.75862068965,2080,89903.24137931035,382.44827586206895,18366.41379310345,18244.03448275862,126513.68965517242,13.176952448433315,2681188,60320,2607194,11091,532626,529077,3668897,382.13162100456617
TB INVESTIGATIONS UNIT,10,110156.1,2088.5,110113.4,531.3,30344,20154,160611.4,18.734326484018265,1101561,20885,1101134,5313,303440,201540,1606114,187.34326484018266
TB MANHATTAN TF TIMES SQ INITIATIVE,32,89929.25,2080,88696.3125,363.8125,16852.125,17669.5625,123218,9.223626569634702,2877736,66560,2838282,11642,539268,565426,3942976,295.15605022831045
TB SPECIAL OPERATIONS DISTRICT,23,97942.52173913043,2081.8695652173915,96524.34782608696,424.0869565217391,26524.782608695652,17074.565217391304,140123.69565217392,16.93242505459599,2252678,47883,2220060,9754,610070,392715,3222845,389.44577625570776
TECH. ASSIST. & RESPONSE UNIT,107,103536.08411214953,2081.5140186915887,102447.52336448598,537.018691588785,28115.30841121495,17758.99065420561,148321.82242990655,16.691795758118893,11078361,222722,10961885,57461,3008338,1900212,15870435,1786.0221461187216
TELEPHONE ANALYSIS UNIT,5,97767.2,2080,97050.6,342.4,24129.2,16404.8,137584.6,17.50420091324201,488836,10400,485253,1712,120646,82024,687923,87.52100456621005
TIMES SQUARE UNIT,68,85820.2205882353,2081.3529411764707,85261.23529411765,172.2058823529412,7313.161764705882,17673.470588235294,110247.86764705883,9.884847569164645,5835775,141532,5797764,11710,497295,1201796,7496855,672.1696347031958
TRAFFIC ENFORCEMENT DISTRICT,15,130415.66666666667,2042.2666666666667,127204.66666666667,184.4,13488.866666666667,19379.8,160073.33333333334,18.446826484018267,1956235,30634,1908070,2766,202333,290697,2401100,276.702397260274
TRAFFIC MANAGEMENT CENTER,26,96891.57692307692,2078.846153846154,95518.46153846153,142.30769230769232,8129.2307692307695,19340.846153846152,122988.53846153847,17.199762908324548,2519181,54050,2483480,3700,211360,502862,3197702,447.19383561643826
TRAFFIC OPERATIONS DISTRICT,11,109598.54545454546,2083.7272727272725,109335.90909090909,318,19669.636363636364,19213.272727272728,148218.81818181818,21.19284973017849,1205584,22921,1202695,3498,216366,211346,1630407,233.1213470319634
TRAFFIC SAFETY FORUM UNIT,2,116417.5,2080,114801.5,172,15384.5,16772,146958,16.6685502283105,232835,4160,229603,344,30769,33544,293916,33.337100456621
TRAINING BUREAU,29,121798.62068965517,2079.793103448276,118710.41379310345,127,9001.827586206897,16625.758620689656,144338,19.781290347976697,3532160,60314,3442602,3683,261053,482147,4185802,573.6574200913242
TRAINING BUREAU INV UNIT,5,111147,2080,115101.8,189.4,14565.4,16652.4,146319.6,16.726666666666667,555735,10400,575509,947,72827,83262,731598,83.63333333333334
TRANSIT AUTHORITY LIAISON,5,125482.4,2089.2,133698.8,421.2,30208.2,25587.2,189494.2,22.76714611872146,627412,10446,668494,2106,151041,127936,947471,113.8357305936073
TRANSIT BORO BKLYN TASK FORCE,42,91027.07142857143,2081.0714285714284,89495.90476190476,273.42857142857144,13864.357142857143,19136.04761904762,122496.30952380953,13.287815285931721,3823137,87405,3758828,11484,582303,803714,5144845,558.0882420091323
TRANSIT BORO BRONX/QUEENS,12,112680.66666666667,2083.4166666666665,112491.58333333333,486.5833333333333,28002.833333333332,20235.25,160729.66666666666,22.62358257229833,1352168,25001,1349899,5839,336034,242823,1928756,271.48299086757993
TRANSIT BORO BROOKLYN,11,108912.54545454546,2080,108436.09090909091,348.6363636363636,20625.090909090908,18587.363636363636,147648.54545454544,19.592102532171026,1198038,22880,1192797,3835,226876,204461,1624134,215.5131278538813
TRANSIT BORO BX/QNS TASK FORCE,24,90957.83333333333,2080,90419.83333333333,346.5,18742.083333333332,19474.125,128636.04166666667,12.918222031963472,2182988,49920,2170076,8316,449810,467379,3087265,310.0373287671233
TRANSIT BORO MAN TASK FORCE,29,90999.37931034483,2081.3793103448274,90381.37931034483,324.6551724137931,17628.172413793105,17311.620689655174,125321.1724137931,13.219701621791842,2638982,60360,2621060,9415,511217,502037,3634314,383.3713470319634
TRANSIT BORO MANHATTAN,11,115455.27272727272,2083.909090909091,115041.09090909091,534.8181818181819,28279.727272727272,22430.727272727272,165751.54545454544,22.448879202988792,1270008,22923,1265452,5883,311077,246738,1823267,246.9376712328767
TRANSIT BUREAU,43,112018.32558139534,2086.720930232558,110359.88372093023,430.5581395348837,28975.04651162791,17131.86046511628,156466.7906976744,18.84232239566741,4816788,89729,4745475,18514,1245927,736670,6728072,810.2198630136986
TRANSIT BUREAU CRIME ANALYSIS,8,94565,2085.125,93921.25,448.375,29085.125,16288.25,139294.625,18.043207762557078,756520,16681,751370,3587,232681,130306,1114357,144.34566210045662
TRANSIT DISTRICT 1,156,70297.3717948718,2027.9871794871794,68547.41666666667,250.39102564102564,10274.358974358975,12348.371794871795,91170.14743589744,8.633634820278663,10966390,316366,10693397,39061,1602800,1926346,14222543,1346.8470319634714
TRANSIT DISTRICT 11,161,67943.90683229813,2003.5093167701864,64055.67701863354,167.71428571428572,6787.888198757764,10861.422360248447,81704.98757763975,6.887579766868037,10938969,322565,10312964,27002,1092850,1748689,13154503,1108.900342465754
TRANSIT DISTRICT 12,174,71987.58045977012,2018.6091954022988,69190.0459770115,182.22988505747125,7430.683908045977,12103.48275862069,88724.21264367815,8.184457828163548,12525839,351238,12039068,31708,1292939,2106006,15438013,1424.0956621004575
TRANSIT DISTRICT 2,157,73335.05732484076,2017.1656050955414,71104.02547770701,261.171974522293,11075.184713375796,13625.904458598727,95805.11464968153,9.804551667975458,11513604,316695,11163332,41004,1738804,2139267,15041403,1539.314611872147
TRANSIT DISTRICT 20,207,76246.30917874396,2025.8309178743962,73667.5845410628,194.53140096618358,8538.772946859903,14262.067632850241,96468.42512077295,10.020502724284752,15782986,419347,15249190,40268,1767526,2952248,19968964,2074.2440639269435
TRANSIT DISTRICT 23,93,79551.44086021505,2033.4301075268818,76832.03225806452,227.04301075268816,9942.430107526881,14335.10752688172,101109.56989247311,10.872271321254974,7398284,189109,7145379,21115,924646,1333165,9403190,1011.1212328767126
TRANSIT DISTRICT 3,163,74533.60122699387,2034.3312883435583,72125.76687116564,238.03067484662577,10538.96319018405,13291.552147239263,95956.28220858896,8.716227554136209,12148977,331596,11756500,38799,1717851,2166523,15640874,1420.7450913242021
TRANSIT DISTRICT 30,147,73205.25850340136,2031.9659863945578,70449.48299319728,176.51700680272108,7876.510204081633,12517.360544217687,90843.3537414966,9.515978628894487,10761173,298699,10356074,25948,1157847,1840052,13353973,1398.8488584474896
TRANSIT DISTRICT 32,157,71606.8152866242,2024.216560509554,69167.24840764332,197.17834394904457,8547.121019108281,12160.700636942674,89875.07006369426,8.807071808742696,11242270,317802,10859258,30957,1341898,1909230,14110386,1382.7102739726033
TRANSIT DISTRICT 33,159,74165.69811320755,2039.0503144654087,71077.87421383648,188.9182389937107,7979.8490566037735,13458.735849056604,92516.45911949685,9.555580684069971,11792346,324209,11301382,30038,1268796,2139939,14710117,1519.3373287671254
TRANSIT DISTRICT 34,176,73390.63636363637,2057.7386363636365,71211.19318181818,165.0568181818182,7237.676136363636,12997.363636363636,91446.23295454546,9.187491568078046,12916752,362162,12533170,29050,1273831,2287536,16094537,1616.998515981736
TRANSIT DISTRICT 4,152,75455.5,2041.3026315789473,73449.49342105263,248.11184210526315,10794.519736842105,13293.934210526315,97537.94736842105,8.83839596851719,11469236,310278,11164323,37713,1640767,2020678,14825768,1343.436187214613
TRANSPORTATION BUREAU,18,138582.88888888888,2084.6111111111113,137176.22222222222,212.27777777777777,14942.944444444445,18110.777777777777,170229.94444444444,22.65228944698123,2494492,37523,2469172,3821,268973,325994,3064139,407.7412100456621
TRB CITYWIDE TRAFFIC T/F,86,91356.19767441861,2071.779069767442,91540.31395348837,324.6046511627907,18418.488372093023,18359.662790697676,128318.46511627907,16.760858022724864,7856633,178173,7872467,27916,1583990,1578931,11035388,1441.4337899543384
TRB INVESTIGATIONS UNIT,11,115145.54545454546,2080,114497.18181818182,159.8181818181818,10479.272727272728,19040.636363636364,144017.0909090909,17.392600664176005,1266601,22880,1259469,1758,115272,209447,1584188,191.31860730593607
TRIGGER LOCK UNIT,7,104201.71428571429,2086,107553.14285714286,549.4285714285714,34507.857142857145,17953.428571428572,160014.42857142858,18.94567840834964,729412,14602,752872,3846,241555,125674,1120101,132.61974885844748
TRN BUR CMD LVL TRAINING SECT,95,105517.41052631578,2080,106662.23157894737,144.14736842105262,8342.231578947369,15765.505263157895,130769.96842105263,16.677313145878404,10024154,197600,10132912,13694,792512,1497723,12423147,1584.3447488584484
TRP BUR OPERATIONS UNIT,8,99110,2090.5,97816.875,292.625,21163.75,17426.25,136406.875,18.898373287671234,792880,16724,782535,2341,169310,139410,1091255,151.18698630136987
UNIFORMED OPERATIONS UNIT,52,92844.30769230769,2081.6153846153848,92140.90384615384,392.71153846153845,19190.53846153846,18548.78846153846,129880.23076923077,16.03701703547594,4827904,108244,4791327,20421,997908,964537,6753772,833.9248858447489
UNIFORMED PROMOTIONS TRN UNIT,7,85874.71428571429,2034.2857142857142,76674,85.42857142857143,4048.4285714285716,16676.85714285714,97399.28571428571,12.828228962818004,601123,14240,536718,598,28339,116738,681795,89.79760273972603
VEHICLE IDENTIFICATION UNIT,3,101337.33333333333,2080,101051.66666666667,473,23618.333333333332,18060,142730,14.903272450532725,304012,6240,303155,1419,70855,54180,428190,44.709817351598176
VICE ENFORCEMENT DIV ZONE 2,1,171310,2080,170827,0,0,29848,200675,19.43025114155251,171310,2080,170827,0,0,29848,200675,19.43025114155251
VICE ENFORCEMENT DIVISION,5,135955.2,2080,133374.4,187.2,11684.6,21605.8,166664.8,19.904703196347032,679776,10400,666872,936,58423,108029,833324,99.52351598173516
VICE MAJOR CASE,7,104792.42857142857,2086,104866.57142857143,608.5714285714286,32498.285714285714,17389.14285714286,154754,18.990704500978474,733547,14602,734066,4260,227488,121724,1083278,132.93493150684932
WAREHOUSE SYSTEM,33,97192.84848484848,2080,96262.69696969698,241.36363636363637,15511.69696969697,16698.060606060608,128472.45454545454,17.425560398505603,3207364,68640,3176669,7965,511886,551036,4239591,575.0434931506849
WARRANT SECTION,309,96112.95145631068,2075.1747572815534,94586.73139158577,430.6504854368932,23331.80906148867,16180.747572815533,134099.28802588995,13.475934669208396,29698902,641229,29227300,133071,7209529,4999851,41436680,4164.0638127853945
WORLD TRADE CENTER COMMAND,150,90189.98,2082.346666666667,90021.79333333333,301.2266666666667,14577.773333333333,19147.6,123747.16666666667,14.773363013698638,13528497,312352,13503269,45184,2186666,2872140,18562075,2216.004452054796
YANKEE STADIUM DETAIL,53,86879.37735849057,2080,86268.7358490566,209.73584905660377,10420.264150943396,19604.169811320753,116293.16981132075,15.463155854225896,4604607,110240,4572243,11116,552274,1039021,6163538,819.5472602739725
YOUTH STRATEGIES DIVISION,95,85327.8,2080.442105263158,83606.25263157894,201.02105263157895,10164.621052631579,14743.873684210526,108514.74736842106,11.288412641192027,8106141,197642,7942594,19097,965639,1400668,10308901,1072.3992009132426
